e_australia;Australia;Australia;Australia;Australia;Australia;Australia;Australia;Australia;Australia;Australia;Australia;Australia;Australia;x
e_australia_empire_adj;Australia;Australia;Australia;Australia;Australia;Australia;Australia;Australia;Australia;Australia;Australia;Australia;Australia;x
k_western_australia;Australia;Western Australia;Western Australia;Western Australia;Western Australia;Western Australia;Western Australia;Western Australia;Western Australia;Western Australia;Western Australia;Western Australia;Western Australia;x
k_western_australia_adj;Australia;Western Australia;Western Australia;Western Australia;Western Australia;Western Australia;Western Australia;Western Australia;Western Australia;Western Australia;Western Australia;Western Australia;Western Australia;x
d_geralkun;Yamatji;Yamatji;Yamatji;Yamatji;Yamatji;Yamatji;Yamatji;Yamatji;Yamatji;Yamatji;Yamatji;Yamatji;Yamatji;x
d_geralkun_adj;Yamatji;Yamatji;Yamatji;Yamatji;Yamatji;Yamatji;Yamatji;Yamatji;Yamatji;Yamatji;Yamatji;Yamatji;Yamatji;x
c_geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;x
c_geraldton_adj;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;x
b_geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;x
b_kalbarri;Kalbarri;Kalbarri;Kalbarri;Kalbarri;Kalbarri;Kalbarri;Kalbarri;Kalbarri;Kalbarri;Kalbarri;Kalbarri;Kalbarri;Kalbarri;x
b_denham;Denham;Denham;Denham;Denham;Denham;Denham;Denham;Denham;Denham;Denham;Denham;Denham;Denham;x
b_carnarvon;Carnarvon;Carnarvon;Carnarvon;Carnarvon;Carnarvon;Carnarvon;Carnarvon;Carnarvon;Carnarvon;Carnarvon;Carnarvon;Carnarvon;Carnarvon;x
b_exmouth;Exmouth;Exmouth;Exmouth;Exmouth;Exmouth;Exmouth;Exmouth;Exmouth;Exmouth;Exmouth;Exmouth;Exmouth;Exmouth;x
